track_uri,album_name,album_uri,artist_name,artist_uri,duration_ms,pid,track_name
spotify:track:4KW1lqgSr8TKrvBII0Brf8,The Life Of Pablo,spotify:album:7gsWAHLeT0w7es6FofOXk1,Kanye West,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,135920,115,Father Stretch My Hands Pt. 1
spotify:track:5kjyiH6but1t2UDXq15aeS,The Foundation,spotify:album:0Im5nUhAuNDSYVjfPh7RyS,Zac Brown Band,spotify:artist:6yJCxee7QumYr820xdIsjo,262773,115,Toes
spotify:track:6dViIgkYIRccNImPln58rS,Hot Shot,spotify:album:6NmFmPX56pcLBOFMhIiKvF,Shaggy,spotify:artist:5EvFsr3kj42KNv97ZEnqij,235133,115,Angel
spotify:track:4EEjMyQub6tgFVshlM9j1M,"Changes In Latitudes, Changes In Attitudes",spotify:album:3JWlQzyse21gwhqu2D6UQD,Jimmy Buffett,spotify:artist:28AyklUmMECPwdfo8NEsV0,250933,115,Margaritaville
spotify:track:77oU2rjC5XbjQfNe3bD6so,Some Girls,spotify:album:1Jv2AqzhgsduUik2p4k3cS,The Rolling Stones,spotify:artist:22bE4uQ6baNwSHPVcDxLCe,265173,115,Beast Of Burden - Remastered
spotify:track:1vBpwxsLVwaR4evBIaFmqD,On The Rocks,spotify:album:5p5lKDY6Ag62f8HWfIFzQ0,Midland,spotify:artist:1DTZRmlVZBxx2wRQBtx6yi,220800,115,Drinkin' Problem
spotify:track:15DrrIod12Tc2IoMaHiwlQ,Smoke + Mirrors,spotify:album:0gmsXcmrcnxdZBrD5EyJEL,Imagine Dragons,spotify:artist:53XhwfbYqKCa1cC15pYq2q,192706,115,I Bet My Life
spotify:track:4sFbojhVXQv7dBC9PVCcRn,Beggars Banquet,spotify:album:5WZFtmADuJUZPtt0NER0Qi,The Rolling Stones,spotify:artist:22bE4uQ6baNwSHPVcDxLCe,377746,115,Sympathy For The Devil
spotify:track:42et6fnHCw1HIPSrdPprMl,Third Eye Blind,spotify:album:2gToC0XAblE9h3UZD6aAaQ,Third Eye Blind,spotify:artist:6TcnmlCSxihzWOQJ8k0rNS,268360,115,Semi-Charmed Life
spotify:track:7Kq16WtEJzdRSNQgdXsn7Y,Mura Masa,spotify:album:2LmodhQa7ayWg8qNGxJDY2,Mura Masa,spotify:artist:5Q81rlcTFh3k6DQJXPdsot,192160,115,Love$ick (feat. A$AP Rocky)
spotify:track:3Hx7RXqCS7Kzjy2ot2q1Gk,Turn Blue,spotify:album:6TvxpBzf9c8H1fsrAaQ8t3,The Black Keys,spotify:artist:7mnBLXK823vNxN3UWB7Gfz,246306,115,Fever
spotify:track:7pxhKtuTwofDIdgHx2DcVK,Current Mood,spotify:album:23cuZhPWDfX1uKD4qwuv7t,Dustin Lynch,spotify:artist:1dID9zgn0OV0Y8ud7Mh2tS,194893,115,Seein' Red
spotify:track:22wKQbMH8n7wZfso2VcLJL,The Preview,spotify:album:5OjzRDl141Fndlh0ex0Bv8,Chiddy Bang,spotify:artist:40giwFcTQtv9ezxW8yqxJU,193706,115,Opposite Of Adults
spotify:track:208bYsadJ56km31IENM2qS,"No Shoes, No Shirt, No Problems",spotify:album:28fqmcfV4mpPsqhdNKUeTc,Kenny Chesney,spotify:artist:3grHWM9bx2E9vwJCdlRv9O,209666,115,"No Shoes, No Shirt, No Problems - Re-Tracked / Master Version"
spotify:track:5MxNLUsfh7uzROypsoO5qe,Aerosmith,spotify:album:19lEZSnCCbVEkKchoPQWDZ,Aerosmith,spotify:artist:7Ey4PD4MYsKc5I2dolUwbH,266960,115,Dream On
spotify:track:2TR7A4ulH9R1PNwMyd8o8U,Here's To The Good Times...This Is How We Roll,spotify:album:0uqAyKT7oMZDFMyteJOJWI,Florida Georgia Line,spotify:artist:3b8QkneNDz4JHKKKlLgYZg,220906,115,This Is How We Roll
spotify:track:5G1sTBGbZT5o4PNRc75RKI,El Camino,spotify:album:5DLhV9yOvZ7IxVmljMXtNm,The Black Keys,spotify:artist:7mnBLXK823vNxN3UWB7Gfz,193653,115,Lonely Boy
spotify:track:3kxfsdsCpFgN412fpnW85Y,"""Awaken, My Love!""",spotify:album:4xnq1L6P551Qcb9gBXNMK7,Childish Gambino,spotify:artist:73sIBHcqh3Z3NyqHKZ7FOL,326933,115,Redbone
spotify:track:6YbhspuOar1D9WSSnfe7ds,Mac and Devin Go To High School (Music From and Inspired By The Movie),spotify:album:12pnVAswzLE6hArSl0bF0h,Snoop Dogg,spotify:artist:7hJcb9fa4alzcOq3EaNPoG,207346,115,"Young, Wild & Free (feat. Bruno Mars) - feat. Bruno Mars"
spotify:track:3uPfVXcjnpOjyzI3jb3js4,Floored,spotify:album:3jMUfZpBUTZOl91khbj4ic,Sugar Ray,spotify:artist:4uN3DsfENc7dp0OLO0FEIb,244640,115,Fly
spotify:track:7wdzLe2Gsx1RGqbvYZHASz,i,spotify:album:51C65YqHrDODM1hD5FEL5x,Kendrick Lamar,spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg,231933,115,i
spotify:track:48tAdjG4ng2JfECa7OQujk,The Devil Don't Sleep,spotify:album:42YmulIH1BikBWdnqelvnb,Brantley Gilbert,spotify:artist:5q8HGNo0BjLWaTAhRtbwxa,187760,115,The Weekend
spotify:track:4eLSCSELtKxZwXnFbNLXT5,Night Visions,spotify:album:1vAEF8F0HoRFGiYOEeJXHW,Imagine Dragons,spotify:artist:53XhwfbYqKCa1cC15pYq2q,189840,115,On Top Of The World
spotify:track:500Tkm3vJmVtdUwdCVxCTb,Four,spotify:album:5nNeSC4KNxT50MnliLuGRa,Blues Traveler,spotify:artist:3pHeBYl1yujXcZqqfF1UyQ,280040,115,Run-Around
spotify:track:0Rz1KXsP4bhGxs0ffySSSn,Blurred Lines,spotify:album:0F2MMiljdGFIOIkImGVYoh,Robin Thicke,spotify:artist:0ZrpamOxcZybMHGg1AYtHP,263826,115,Blurred Lines
spotify:track:0vcfOQOvTCv8ckiRs8Xc1Z,JEKYLL + HYDE,spotify:album:1xy141zMRluP7YaE94IawT,Zac Brown Band,spotify:artist:6yJCxee7QumYr820xdIsjo,191600,115,Beautiful Drug
spotify:track:2D1hlMwWWXpkc3CZJ5U351,Get Rich Or Die Tryin',spotify:album:4ycNE7y1rp5215g1kkqk1P,50 Cent,spotify:artist:3q7HBObVc0L8jNeTe5Gofh,249466,115,P.I.M.P.
spotify:track:1SLikaDhWhhhnLJC58bkFI,Me And My Gang,spotify:album:0SAwvmZ1uhBrC6sOZxp6jW,Rascal Flatts,spotify:artist:0a1gHP0HAqALbEyxaD5Ngn,276320,115,Life Is A Highway
spotify:track:6DRsEO5yuEGBF87qpyMB4d,Brett Eldredge,spotify:album:1NUKNYLtePSiZnQj0QeZlo,Brett Eldredge,spotify:artist:0qSX3s5pJnAlSsgsCne8Cz,217333,115,Somethin' I'm Good At
spotify:track:1cdC9TCqyLwAlsw3fVJaJS,Man On The Moon: The End Of Day,spotify:album:47y3PbX8oIDCkYAFylCJz0,Kid Cudi,spotify:artist:0fA0VVWsXO9YnASrzqfmYu,235626,115,Soundtrack 2 My Life
spotify:track:5rX6C5QVvvZB7XckETNych,Rock N Roll Jesus,spotify:album:2xChdOg0PvxzHzE1BooUpI,Kid Rock,spotify:artist:7dOBabd5O4CvKrg4iriHTM,297586,115,All Summer Long
spotify:track:6Ep6BzIOB9tz3P4sWqiiAB,Night Visions,spotify:album:1vAEF8F0HoRFGiYOEeJXHW,Imagine Dragons,spotify:artist:53XhwfbYqKCa1cC15pYq2q,186813,115,Radioactive
spotify:track:3DXncPQOG4VBw3QHh3S817,Grateful,spotify:album:4JBZ0QHveEpESepanNBG8A,DJ Khaled,spotify:artist:0QHgL1lAIqAw0HtD7YldmP,288600,115,I'm the One
spotify:track:5CtI0qwDJkDQGwXD1H1cLb,Despacito Feat. Justin Bieber,spotify:album:3smvpv7CdrhVcGYaNDLOqn,Luis Fonsi,spotify:artist:4V8Sr092TqfHkfAA5fXXqG,228826,115,Despacito - Remix
spotify:track:4efoEY8iDBzUqitjmNDhpN,Exodus,spotify:album:3q8y9MBuOdOzwJb8QJfwBG,Bob Marley & The Wailers,spotify:artist:2QsynagSdAqZj3U9HgDzjD,180266,115,Three Little Birds
spotify:track:386RUes7n1uM1yfzgeUuwp,Doo-Wops & Hooligans,spotify:album:6J84szYCnMfzEcvIcfWMFL,Bruno Mars,spotify:artist:0du5cEVh5yTK9QJze8zA0C,190213,115,The Lazy Song
spotify:track:70wYA8oYHoMzhRRkARoMhU,Sam's Town,spotify:album:4o3RJndRhHxkieQzQGhmbw,The Killers,spotify:artist:0C0XlULifJtAgn6ZNCW2eu,220426,115,When You Were Young
spotify:track:6Knv6wdA0luoMUuuoYi2i1,MY HOUSE,spotify:album:5lkNnHVlnCCCV304t89wOH,Flo Rida,spotify:artist:0jnsk9HBra6NMjO2oANoPY,192190,115,My House
spotify:track:41on8RwRh22IHcChAN2gm8,Shine,spotify:album:4nAIqmKELnBEXEkYg1pMic,Estelle,spotify:artist:5T0MSzX9RC5NA6gAI6irSn,284733,115,American Boy (feat. Kanye West)
spotify:track:5SZ6zX4rOrEQferfFC2MfP,Toys In The Attic,spotify:album:36IxIOGEBAXVozDSiVs09B,Aerosmith,spotify:artist:7Ey4PD4MYsKc5I2dolUwbH,220400,115,Walk This Way
spotify:track:6HTJZ0TQJVMSKkUGzAOe2h,Old Thing Back (feat. Ja Rule and Ralph Tresvant),spotify:album:4v55njNe2owBsm6VuEiTLe,Matoma,spotify:artist:4YXycRbyyAE0wozTk7QMEq,321649,115,Old Thing Back (feat. Ja Rule and Ralph Tresvant)
spotify:track:4c4jJJoaiY21t2TyRZgdWS,The Second,spotify:album:2Y5GORWYwVAZ8msuEuh5FN,Steppenwolf,spotify:artist:1WRM9i067hd2ujxxi8FI3m,271573,115,Magic Carpet Ride
spotify:track:6qMXubogFdMrvVMJwqATzd,Jordan Belfort,spotify:album:4G2vHAnHSkuzj1VVBJrRbF,Wes Walker,spotify:artist:0HjYETXAvcL6mzaKjAmH2K,207911,115,Jordan Belfort
spotify:track:498ZVInMGDkmmNVpSWqHiZ,Dig Your Roots,spotify:album:09KOjaflTBRE28GVvXqkYC,Florida Georgia Line,spotify:artist:3b8QkneNDz4JHKKKlLgYZg,226173,115,May We All
spotify:track:30MM5jWpUmOxtTNd9Ey5LZ,Life Changes,spotify:album:4w5Jvreahp3yvLqc4vCr9I,Thomas Rhett,spotify:artist:6x2LnllRG5uGarZMsD4iO8,157080,115,Unforgettable
spotify:track:28GUjBGqZVcAV4PHSYzkj2,Strange Clouds,spotify:album:7qqCw47pAWFzhwTpVRd0zE,B.o.B,spotify:artist:5ndkK3dpZLKtBklKjxNQwT,213253,115,So Good
spotify:track:3ZFTkvIE7kyPt6Nu3PEa7V,Oral Fixation Vol. 2,spotify:album:5ppnlEoj4HdRRdRihnY3jU,Shakira,spotify:artist:0EmeFodog0BfCgMzAIvKQp,218093,115,Hips Don't Lie
spotify:track:3Ytr1SUCUi6J3L9dRFx5iH,Know No Better (feat. Quavo),spotify:album:52mrstSCAha3yK4X5KhBh4,Major Lazer,spotify:artist:738wLrAtLtCtFOLvQBXOXp,225849,115,"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)"
spotify:track:32OlwWuMpZ6b0aN2RZOeMS,Uptown Special,spotify:album:3vLaOYCNCzngDf8QdBg2V1,Mark Ronson,spotify:artist:3hv9jJF3adDNsBSIQDqcjp,269666,115,Uptown Funk
spotify:track:4h90qkbnW1Qq6pBhoPvwko,Starboy,spotify:album:2ODvWsOgouMbaA5xf0RkJe,The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,231360,115,Sidewalks
spotify:track:4o6BgsqLIBViaGVbx5rbRk,Voices,spotify:album:4LniALl9S6YedTFdiZWOMS,Daryl Hall & John Oates,spotify:artist:77tT1kLj6mCWtFNqiOmP9H,190733,115,You Make My Dreams - Remastered
spotify:track:3ZAMtgYJFoHwJjFkhkXqKr,Finally Famous,spotify:album:2fRLnox9PQ9nos2YYdcYwE,Big Sean,spotify:artist:0c173mlxpT3dSFRgMO8XPh,220293,124,Dance (A$$) Remix
spotify:track:1VCHNbal0VtE2plMRzvoho,Weekend,spotify:album:04aSmz3QKJZDy9llsMz7YU,Louis The Child,spotify:artist:7wg1qvie3KqDNQbAkTdbX0,175058,124,Weekend
spotify:track:3rbNV2GI8Vtd8byhUtXZID,Clique,spotify:album:2ZQcUtW7OGSsd6LQNcYQoh,JAY Z,spotify:artist:3nFkdlSjzX9mRTtwJOzDYB,293533,124,Clique
spotify:track:7kMfu3KUydmrFVGEAhjtyl,Hot Mess,spotify:album:41TUivD915ztiKgyu99H9T,Cobra Starship,spotify:artist:2aYJ5LAta2ScCdfLhKgZOY,196413,124,Good Girls Go Bad (feat. Leighton Meester)
spotify:track:4rvtlpAeDuOn4baUJPCEhy,Believe,spotify:album:7BWK3eXcbAdwYeulyQj5Kw,Justin Bieber,spotify:artist:1uNFoZAHBGtllmzznpCI3s,229466,124,As Long As You Love Me
spotify:track:4kbj5MwxO1bq9wjT5g9HaA,TALKING IS HARD,spotify:album:3mNoFlD1wsoXfkljfFzExT,WALK THE MOON,spotify:artist:6DIS6PRrLS3wbnZsf7vYic,199080,124,Shut Up and Dance
spotify:track:4w7yrP4RAeeyhfG9nJqQvS,Dark Sky Paradise,spotify:album:3QZ9gSv35M8vfQA127l3vn,Big Sean,spotify:artist:0c173mlxpT3dSFRgMO8XPh,284386,124,I Don't Fuck With You
spotify:track:0KKkJNfGyhkQ5aFogxQAPU,24K Magic,spotify:album:4PgleR09JVnm3zY1fW3XBA,Bruno Mars,spotify:artist:0du5cEVh5yTK9QJze8zA0C,206693,124,That's What I Like
spotify:track:0z5ZPs57J2KERwM1tBM2GF,Tha Carter IV,spotify:album:1uuSC0RCJB3dSp8Mb6GflZ,Lil Wayne,spotify:artist:55Aa2cqylxrFIXC767Z865,248586,124,6 Foot 7 Foot
spotify:track:2LvRR121MWFmmEGkuV2vQP,Underground Luxury,spotify:album:177byugYOk12NcfRtWvghY,B.o.B,spotify:artist:5ndkK3dpZLKtBklKjxNQwT,220240,124,HeadBand (feat. 2 Chainz)
spotify:track:2LvRR121MWFmmEGkuV2vQP,Underground Luxury,spotify:album:177byugYOk12NcfRtWvghY,B.o.B,spotify:artist:5ndkK3dpZLKtBklKjxNQwT,220240,124,HeadBand (feat. 2 Chainz)
spotify:track:1soxUgYIZb1qx1c7o1Lc7z,RISER,spotify:album:5FoxaIGIRuXsbhZhwdfknU,Dierks Bentley,spotify:artist:7x8nK0m0cP2ksQf0mjWdPS,254466,124,Drunk On A Plane
spotify:track:22L7bfCiAkJo5xGSQgmiIO,My Beautiful Dark Twisted Fantasy,spotify:album:20r762YmB5HeofjMCiPMLv,Kanye West,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,299613,124,All Of The Lights
spotify:track:5brMyscUnQg14hMriS91ks,Kanye,spotify:album:1kDxLifAXYG0I81ynPPRcn,The Chainsmokers,spotify:artist:69GGBxA162lTqCwzJG5jLp,229946,124,Kanye
spotify:track:41dlUjw62zsD6LZQcljMZR,Asleep In The Bread Aisle,spotify:album:3rTAixxgB3lS60JvK02hEH,Asher Roth,spotify:artist:1wgY8huggK60P5nvYrwcYT,241933,124,I Love College
spotify:track:7tGlzXJv6GD5e5qlu5YmDg,I Am Not A Human Being II,spotify:album:4rhNBjL39LW5tuZgRShtnx,Lil Wayne,spotify:artist:55Aa2cqylxrFIXC767Z865,253440,124,Love Me
spotify:track:6EpRaXYhGOB3fj4V2uDkMJ,Strip That Down,spotify:album:2mnDyPSNM02LMvniaMWnLl,Liam Payne,spotify:artist:5pUo3fmmHT8bhCyHE52hA6,204502,124,Strip That Down
spotify:track:1L0rvFTlpoR8rHxdR4lTSN,Remember Me,spotify:album:6PSbEhykje2uilFnaEfi4u,Sage The Gemini,spotify:artist:6d47Z08T4snK50HgTEHo5Z,208160,124,Gas Pedal
spotify:track:495O1Affo7AurEPQcvcr18,31 Minutes to Takeoff,spotify:album:2V7Z0e4YnXyNfpoK3cYIGp,Mike Posner,spotify:artist:2KsP6tYLJlTBvSUxnwlVWa,213293,124,Cooler Than Me - Single Mix
spotify:track:0CAfXk7DXMnon4gLudAp7J,Mail On Sunday,spotify:album:5j1wrOAOm5KFd17pPiSvle,Flo Rida,spotify:artist:0jnsk9HBra6NMjO2oANoPY,231400,124,Low (feat T-Pain) - Feat T-Pain Album Version
spotify:track:5A6OHHy73AR5tLxgTc98zz,Rolling Papers,spotify:album:6ZOXiVL8rmk2ATHJiFJhiD,Wiz Khalifa,spotify:artist:137W8MRPWKqSmrBGDBFSop,217666,124,Black And Yellow
spotify:track:2CAK2t1reUgPK6OMgAMURB,A Town Called Paradise,spotify:album:7we1BNenehBwimeIkK0jL0,Tiësto,spotify:artist:2o5jDhtHVPhrJdv3cEQ99Z,190013,124,Wasted
spotify:track:5XJJdNPkwmbUwE79gv0NxK,Late Registration,spotify:album:4GRDFQ9HRoO0by8H0r2a3I,Kanye West,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,207626,124,Gold Digger
spotify:track:2kzRSiyignH8yzPTrWvyPo,Rolling Papers,spotify:album:6ZOXiVL8rmk2ATHJiFJhiD,Wiz Khalifa,spotify:artist:137W8MRPWKqSmrBGDBFSop,191320,124,No Sleep
